name,position,team,owner,total_points,league_id,league_name
Kendre Miller,RB,NO,Grand Lord Telegram,29.1,304935,BNH
Tucker Kraft,TE,GB,Grand Lord Telegram,155.7,304935,BNH
Tee Higgins,WR,CIN,Grand Lord Telegram,212.8,304935,BNH
Brian Thomas Jr.,WR,JAX,Grand Lord Telegram,266.7,304935,BNH
Alvin Kamara,RB,NO,Grand Lord Telegram,265.3,304935,BNH
George Pickens,WR,PIT,Grand Lord Telegram,163.4,304935,BNH
Nick Chubb,RB,CLE,Grand Lord Telegram,63.3,304935,BNH
Travis Etienne Jr.,RB,JAX,Grand Lord Telegram,121.2,304935,BNH
Patrick Taylor Jr.,RB,SF,Grand Lord Telegram,16.7,304935,BNH
Younghoe Koo,K,ATL,Grand Lord Telegram,120.0,304935,BNH
Baltimore,DEF,BAL,Grand Lord Telegram,104.0,304935,BNH
Houston,DEF,HOU,Grand Lord Telegram,130.0,304935,BNH
Kyler Murray,QB,ARI,Tuacide Squad,308.86,304935,BNH
Davante Adams,WR,NYJ,Tuacide Squad,220.5,304935,BNH
Joshua Palmer,WR,LAC,Tuacide Squad,107.4,304935,BNH
Rico Dowdle,RB,DAL,Tuacide Squad,181.4,304935,BNH
Isaiah Davis,RB,NYJ,Tuacide Squad,41.8,304935,BNH
Travis Kelce,TE,KC,Tuacide Squad,195.4,304935,BNH
Bijan Robinson,RB,ATL,Tuacide Squad,310.4,304935,BNH
Kyle Pitts,TE,ATL,Tuacide Squad,127.7,304935,BNH
Keon Coleman,WR,BUF,Tuacide Squad,105.5,304935,BNH
Kenneth Walker III,RB,SEA,Tuacide Squad,181.2,304935,BNH
Christian Watson,WR,GB,Tuacide Squad,105.3,304935,BNH
Dalton Schultz,TE,HOU,Tuacide Squad,112.3,304935,BNH
Dontayvion Wicks,WR,GB,Tuacide Squad,100.6,304935,BNH
Russell Wilson,QB,PIT,Tuacide Squad,193.76,304935,BNH
Jason Sanders,K,MIA,Tuacide Squad,158.0,304935,BNH
New Orleans,DEF,NO,Tuacide Squad,89.0,304935,BNH
Austin Ekeler,RB,WAS,Tuacide Squad,127.1,304935,BNH
Zack Moss,RB,CIN,Tuacide Squad,81.9,304935,BNH
Tua Tagovailoa,QB,MIA,Martins Dream Team,203.58,1055167,LinkedIn
Justin Jefferson,WR,MIN,Martins Dream Team,327.08,1055167,LinkedIn
Jerry Jeudy,WR,CLE,Martins Dream Team,245.6,1055167,LinkedIn
Chase Brown,RB,CIN,Martins Dream Team,258.0,1055167,LinkedIn
Bijan Robinson,RB,ATL,Martins Dream Team,318.4,1055167,LinkedIn
Zach Ertz,TE,WAS,Martins Dream Team,162.0,1055167,LinkedIn
James Cook,RB,BUF,Martins Dream Team,277.9,1055167,LinkedIn
Jauan Jennings,WR,SF,Martins Dream Team,201.3,1055167,LinkedIn
Keenan Allen,WR,CHI,Martins Dream Team,186.9,1055167,LinkedIn
Bo Nix,QB,DEN,Martins Dream Team,308.66,1055167,LinkedIn
Zay Flowers,WR,BAL,Martins Dream Team,222.4,1055167,LinkedIn
Isiah Pacheco,RB,KC,Martins Dream Team,56.9,1055167,LinkedIn
Bucky Irving,RB,TB,Martins Dream Team,238.0,1055167,LinkedIn
Jake Bates,K,DET,Martins Dream Team,153.0,1055167,LinkedIn
Minnesota,DEF,MIN,Martins Dream Team,157.0,1055167,LinkedIn
Sam Darnold,QB,MIN,Camille's Choice Team,336.32,1055167,LinkedIn
Tyreek Hill,WR,MIA,Camille's Choice Team,223.2,1055167,LinkedIn
Nico Collins,WR,HOU,Camille's Choice Team,209.8,1055167,LinkedIn
Zach Charbonnet,RB,SEA,Camille's Choice Team,182.8,1055167,LinkedIn
Rico Dowdle,RB,DAL,Camille's Choice Team,189.4,1055167,LinkedIn
Brock Bowers,TE,LV,Camille's Choice Team,254.7,1055167,LinkedIn
Brian Thomas Jr.,WR,JAX,Camille's Choice Team,282.7,1055167,LinkedIn
Chuba Hubbard,RB,CAR,Camille's Choice Team,249.6,1055167,LinkedIn
Jalen Hurts,QB,PHI,Camille's Choice Team,340.12,1055167,LinkedIn
Kenneth Walker III,RB,SEA,Camille's Choice Team,183.2,1055167,LinkedIn
George Pickens,WR,PIT,Camille's Choice Team,171.4,1055167,LinkedIn
Mark Andrews,TE,BAL,Camille's Choice Team,174.4,1055167,LinkedIn
Marvin Harrison Jr.,WR,ARI,Camille's Choice Team,186.2,1055167,LinkedIn
Daniel Carlson,K,LV,Camille's Choice Team,135.0,1055167,LinkedIn
Tennessee,DEF,TEN,Camille's Choice Team,67.0,1055167,LinkedIn
Jayden Daniels,QB,WAS,Back lives matter,383.6,1055167,LinkedIn
Terry McLaurin,WR,WAS,Back lives matter,264.6,1055167,LinkedIn
DK Metcalf,WR,SEA,Back lives matter,188.9,1055167,LinkedIn
Saquon Barkley,RB,PHI,Back lives matter,397.3,1055167,LinkedIn
Joe Mixon,RB,HOU,Back lives matter,254.7,1055167,LinkedIn
Kyle Pitts,TE,ATL,Back lives matter,132.7,1055167,LinkedIn
Drake London,WR,ATL,Back lives matter,244.1,1055167,LinkedIn
Cooper Kupp,WR,LAR,Back lives matter,184.0,1055167,LinkedIn
David Njoku,TE,CLE,Back lives matter,148.5,1055167,LinkedIn
Breece Hall,RB,NYJ,Back lives matter,228.7,1055167,LinkedIn
Jared Goff,QB,DET,Back lives matter,370.22,1055167,LinkedIn
Javonte Williams,RB,DEN,Back lives matter,147.1,1055167,LinkedIn
Calvin Ridley,WR,TEN,Back lives matter,198.9,1055167,LinkedIn
Ka'imi Fairbairn,K,HOU,Back lives matter,167.0,1055167,LinkedIn
Tampa Bay,DEF,TB,Back lives matter,101.0,1055167,LinkedIn
Joe Burrow,QB,CIN,Alvin's Astounding Team,422.84,1055167,LinkedIn
Amon-Ra St. Brown,WR,DET,Alvin's Astounding Team,313.48,1055167,LinkedIn
Malik Nabers,WR,NYG,Alvin's Astounding Team,265.2,1055167,LinkedIn
Jahmyr Gibbs,RB,DET,Alvin's Astounding Team,331.9,1055167,LinkedIn
Najee Harris,RB,PIT,Alvin's Astounding Team,195.0,1055167,LinkedIn
Trey McBride,TE,ARI,Alvin's Astounding Team,236.3,1055167,LinkedIn
Davante Adams,WR,NYJ,Alvin's Astounding Team,231.5,1055167,LinkedIn
Deebo Samuel Sr.,WR,SF,Alvin's Astounding Team,162.6,1055167,LinkedIn
Anthony Richardson,QB,IND,Alvin's Astounding Team,187.36,1055167,LinkedIn
Kareem Hunt,RB,KC,Alvin's Astounding Team,159.4,1055167,LinkedIn
Travis Etienne Jr.,RB,JAX,Alvin's Astounding Team,121.2,1055167,LinkedIn
Amari Cooper,WR,BUF,Alvin's Astounding Team,122.7,1055167,LinkedIn
Jake Elliott,K,PHI,Alvin's Astounding Team,133.0,1055167,LinkedIn
Miami,DEF,MIA,Alvin's Astounding Team,80.0,1055167,LinkedIn
Pittsburgh,DEF,PIT,Alvin's Astounding Team,131.0,1055167,LinkedIn
Josh Allen,QB,BUF,Last Place Team,409.04,1055167,LinkedIn
Tee Higgins,WR,CIN,Last Place Team,219.8,1055167,LinkedIn
Ladd McConkey,WR,LAC,Last Place Team,237.4,1055167,LinkedIn
De'Von Achane,RB,MIA,Last Place Team,287.8,1055167,LinkedIn
Brian Robinson Jr.,RB,WAS,Last Place Team,167.2,1055167,LinkedIn
Travis Kelce,TE,KC,Last Place Team,197.4,1055167,LinkedIn
Khalil Shakir,WR,BUF,Last Place Team,190.5,1055167,LinkedIn
DeVonta Smith,WR,PHI,Last Place Team,211.4,1055167,LinkedIn
Rachaad White,RB,TB,Last Place Team,200.6,1055167,LinkedIn
Baker Mayfield,QB,TB,Last Place Team,382.16,1055167,LinkedIn
Jayden Reed,WR,GB,Last Place Team,204.9,1055167,LinkedIn
Jaylen Waddle,WR,MIA,Last Place Team,145.6,1055167,LinkedIn
Justin Tucker,K,BAL,Last Place Team,138.0,1055167,LinkedIn
Tyler Bass,K,BUF,Last Place Team,141.0,1055167,LinkedIn
Detroit,DEF,DET,Last Place Team,111.0,1055167,LinkedIn
Justin Herbert,QB,LAC,King of the North,274.36,1055167,LinkedIn
Puka Nacua,WR,LAR,King of the North,217.6,1055167,LinkedIn
DJ Moore,WR,CHI,King of the North,221.0,1055167,LinkedIn
Josh Jacobs,RB,GB,King of the North,288.5,1055167,LinkedIn
Derrick Henry,RB,BAL,King of the North,328.3,1055167,LinkedIn
George Kittle,TE,SF,King of the North,241.9,1055167,LinkedIn
Aaron Jones Sr.,RB,MIN,King of the North,234.1,1055167,LinkedIn
Kyler Murray,QB,ARI,King of the North,297.36,1055167,LinkedIn
Rhamondre Stevenson,RB,NE,King of the North,177.9,1055167,LinkedIn
Jalen McMillan,WR,TB,King of the North,116.4,1055167,LinkedIn
Chig Okonkwo,TE,TEN,King of the North,116.6,1055167,LinkedIn
Will Reichard,K,MIN,King of the North,120.0,1055167,LinkedIn
Chase McLaughlin,K,TB,King of the North,153.0,1055167,LinkedIn
Indianapolis,DEF,IND,King of the North,87.0,1055167,LinkedIn
Kansas City,DEF,KC,King of the North,110.0,1055167,LinkedIn
Chris Olave,WR,NO,King of the North,78.7,1055167,LinkedIn
Caleb Williams,QB,CHI,itsTooBreezy,265.62,1055167,LinkedIn
A.J. Brown,WR,PHI,itsTooBreezy,235.9,1055167,LinkedIn
Courtland Sutton,WR,DEN,itsTooBreezy,225.5,1055167,LinkedIn
Jonathan Taylor,RB,IND,itsTooBreezy,245.7,1055167,LinkedIn
D'Andre Swift,RB,CHI,itsTooBreezy,208.0,1055167,LinkedIn
Dalton Kincaid,TE,BUF,itsTooBreezy,100.8,1055167,LinkedIn
Xavier Worthy,WR,KC,itsTooBreezy,190.2,1055167,LinkedIn
David Montgomery,RB,DET,itsTooBreezy,224.72,1055167,LinkedIn
Ricky Pearsall,WR,SF,itsTooBreezy,80.6,1055167,LinkedIn
Lamar Jackson,QB,BAL,itsTooBreezy,446.4,1055167,LinkedIn
Adam Thielen,WR,CAR,itsTooBreezy,137.1,1055167,LinkedIn
Isaac Guerendo,RB,SF,itsTooBreezy,95.7,1055167,LinkedIn
Brandon Aubrey,K,DAL,itsTooBreezy,178.0,1055167,LinkedIn
Philadelphia,DEF,PHI,itsTooBreezy,126.0,1055167,LinkedIn
San Francisco,DEF,SF,itsTooBreezy,88.0,1055167,LinkedIn
Dallas Goedert,TE,PHI,itsTooBreezy,98.1,1055167,LinkedIn
Jordan Love,QB,GB,Mo's Majestic Team,262.1,1055167,LinkedIn
Mike Evans,WR,TB,Mo's Majestic Team,229.5,1055167,LinkedIn
Ja'Marr Chase,WR,CIN,Mo's Majestic Team,413.4,1055167,LinkedIn
Kyren Williams,RB,LAR,Mo's Majestic Team,280.1,1055167,LinkedIn
James Conner,RB,ARI,Mo's Majestic Team,268.8,1055167,LinkedIn
Jonnu Smith,TE,MIA,Mo's Majestic Team,210.7,1055167,LinkedIn
Jaxon Smith-Njigba,WR,SEA,Mo's Majestic Team,255.7,1055167,LinkedIn
Patrick Mahomes,QB,KC,Mo's Majestic Team,308.02,1055167,LinkedIn
T.J. Hockenson,TE,MIN,Mo's Majestic Team,85.6,1055167,LinkedIn
Jakobi Meyers,WR,LV,Mo's Majestic Team,195.7,1055167,LinkedIn
Garrett Wilson,WR,NYJ,Mo's Majestic Team,251.8,1055167,LinkedIn
Sam LaPorta,TE,DET,Mo's Majestic Team,166.3,1055167,LinkedIn
Chris Boswell,K,PIT,Mo's Majestic Team,184.0,1055167,LinkedIn
Green Bay,DEF,GB,Mo's Majestic Team,143.0,1055167,LinkedIn
Buffalo,DEF,BUF,Mo's Majestic Team,130.0,1055167,LinkedIn
Alvin Kamara,RB,NO,Mo's Majestic Team,274.3,1055167,LinkedIn
